N/A,META,,,,,SUMMARY,,,PLACE,,,,,,,,,,,,,,,,,,,,,ECONOMY,,,,,,,,,,,,,,,,,,,,,COMMUNITY,,,,,,,,,,,,,,,,,,,,
N/A,Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %"
1260,Yes,22087030300,St. Bernard Parish,Louisiana,2021,38,46,31,30,22,37,7,0,-14.7,36,25.7,23.4,5,4.1,0.2,69,73.3,78,10,89.1,73.7,65,55.6,61.8,36,50,22,50,5.3,8.5,31,N/A,N/A,68,7.1,69,N/A,N/A,N/A,13,59,17,30,20.6,16.5,50,66,35,66,13.8,26.5,66,N/A,N/A,25,88.8,79.6,17,41.3,48.1,90,27.5,54.1,7,95,84.2
1261,Yes,22087030300,St. Bernard Parish,Louisiana,2022,28,27,29,28,24,32,13,-0.3,-11.6,34,31.6,26.1,5,4.1,0.2,50,72.9,72.8,16,90.6,80.3,59,56.3,60,26,32,20,19,-15,-27.5,52,N/A,N/A,25,17.9,6.1,N/A,N/A,N/A,7,60,9,32,21.1,17.5,30,25,36,45,14.5,15.8,5,N/A,N/A,23,88.8,78.9,17,41.3,48.1,93,27.4,60,9,94.9,85.7
1262,Yes,22087030300,St. Bernard Parish,Louisiana,2023,30,37,23,32,25,38,20,-0.5,-7.1,30,48.8,35.7,5,4.1,0.2,62,72.2,75.3,27,91.7,86.4,57,56.7,59.2,28,40,16,44,28.8,29.7,24,N/A,N/A,53,-8.5,3.8,N/A,N/A,N/A,7,60,9,26,20.7,15.9,31,46,16,45,16.7,17.9,46,N/A,N/A,21,88.8,77.7,8,41.5,52.2,N/A,27.8,N/A,19,95,89.6
1263,Yes,22087030300,St. Bernard Parish,Louisiana,2024,32,37,27,32,25,38,20,-0.5,-7.1,30,48.8,35.7,5,4.1,0.2,62,72.2,75.3,27,91.7,86.4,57,56.7,59.2,32,35,28,27,-5.8,-10.4,25,N/A,N/A,53,-8.5,3.8,63,3.6,4.7,7,60,9,13,1.3,0.4,34,52,16,45,16.7,17.9,58,N/A,N/A,21,88.8,77.7,8,41.5,52.2,N/A,27.8,N/A,19,95,89.6
1264,Yes,22071014000,Orleans Parish,Louisiana,2017,42,47,36,50,46,54,26,2.1,-0.1,66,-0.4,71.3,57,4.1,5.2,99,71.2,92.3,0,82.9,29.5,59,57.6,61.2,43,51,35,69,5.9,30.8,46,N/A,N/A,37,5.7,5.9,90,4,8.8,0,59,0,15,20.1,12.7,32,45,19,52,3.3,10.6,38,N/A,N/A,1,86.3,30.5,6,41.3,52.3,49,25.5,25,21,91.2,85.1
1265,Yes,22071014000,Orleans Parish,Louisiana,2018,45,54,36,58,62,53,61,2.1,11.7,62,5.4,50.8,57,4.1,5.2,99,72,89.9,0,82.9,29.5,56,57,59.4,45,55,35,69,5.9,30.8,28,N/A,N/A,67,1.6,50,90,4,8.8,0,60,0,15,20.1,12.7,32,44,20,32,5.7,5.2,55,N/A,N/A,1,86.6,29.3,5,41.5,53.4,47,25.5,24.2,27,92.3,88
1266,Yes,22071014000,Orleans Parish,Louisiana,2019,36,37,34,43,38,48,61,1.8,11.8,15,16.5,-4.6,57,4.1,5.2,97,72.5,86.6,0,83.9,33.5,38,56.5,51.7,36,37,35,18,13.7,0,42,N/A,N/A,50,8.6,18.5,90,4,8.8,1,60,1,15,20.1,12.7,28,36,20,16,9.2,2.4,57,N/A,N/A,1,87,33.8,8,41.6,51.5,38,25.3,21,33,93.3,90.7
1267,Yes,22071014000,Orleans Parish,Louisiana,2020,31,37,25,40,34,45,66,1.5,19.1,3,25.2,-35.7,57,4.1,5.2,94,72.8,84.8,0,84.9,36.9,29,55.8,47.1,28,47,8,76,7.4,117.6,52,N/A,N/A,13,8.1,-9.4,N/A,N/A,N/A,1,61,1,16,20.6,13,26,30,21,11,12.2,2.2,50,N/A,N/A,1,87.5,39.4,11,41.6,50.3,34,25.4,19.5,39,94.2,92.7
1268,Yes,22071014000,Orleans Parish,Louisiana,2021,34,37,30,34,33,36,55,0,6.5,11,25.7,-13.2,57,4.1,5.2,70,73.3,78.4,2,89.1,59.4,14,55.6,38.6,36,46,27,50,5.3,8.1,70,N/A,N/A,19,7.1,-6.9,63,5,6.2,3,59,3,14,20.6,12.4,30,32,27,15,13.8,6,50,N/A,N/A,1,88.8,44.3,48,41.3,41.6,6,27.5,8.8,52,95,95.2
1269,Yes,22071014000,Orleans Parish,Louisiana,2022,34,38,31,34,20,47,36,-0.3,-0.2,5,31.6,-36.8,57,4.1,5.2,83,72.9,81.5,2,90.6,61.4,N/A,56.3,N/A,40,60,21,73,-15,45,51,N/A,N/A,56,17.9,44.4,41,5.1,4.3,2,60,2,20,21.1,14.7,29,34,24,17,14.5,6.8,51,N/A,N/A,2,88.8,46.9,27,41.3,45.6,18,27.4,14.6,47,94.9,94.6
1270,Yes,22071014000,Orleans Parish,Louisiana,2023,24,21,26,30,18,43,18,-0.5,-8.4,18,48.8,20.3,57,4.1,5.2,89,72.2,83.2,2,91.7,67.2,24,56.7,46,14,18,11,12,28.8,-44.8,27,N/A,N/A,15,-8.5,-30.8,12,3.9,1.6,2,60,2,19,20.7,14.2,26,28,23,34,16.7,16.4,22,N/A,N/A,2,88.8,48.7,20,41.5,47.5,27,27.8,18.5,43,95,94.2
1271,Yes,22071014000,Orleans Parish,Louisiana,2024,32,39,26,30,18,43,18,-0.5,-8.4,18,48.8,20.3,57,4.1,5.2,89,72.2,83.2,2,91.7,67.2,24,56.7,46,30,49,12,72,-5.8,21.9,61,N/A,N/A,15,-8.5,-30.8,9,3.6,1.3,2,60,2,24,1.3,0.7,36,50,23,34,16.7,16.4,67,N/A,N/A,2,88.8,48.7,20,41.5,47.5,27,27.8,18.5,43,95,94.2
1272,Yes,22071003400,Orleans Parish,Louisiana,2017,44,54,34,50,64,37,58,2.1,11.1,70,-0.4,157.4,46,4.1,3.7,25,71.2,64.5,4,82.9,50.7,73,57.6,66.8,50,64,35,60,5.9,16.1,58,N/A,N/A,73,5.7,66.7,64,4,5,22,59,27,20,20.1,14,33,35,31,57,3.3,9.2,13,N/A,N/A,8,86.3,57.7,18,41.3,47.3,95,25.5,56.1,4,91.2,76.7
1273,Yes,22071003400,Orleans Parish,Louisiana,2018,43,50,36,51,62,40,55,2.1,8.6,70,5.4,193.8,46,4.1,3.7,24,72,65.2,4,82.9,50.7,88,57,74,38,41,36,60,5.9,16.1,54,N/A,N/A,10,1.6,-40,64,4,5,23,60,29,20,20.1,14,40,48,32,63,5.7,15.8,33,N/A,N/A,10,86.6,61.4,21,41.5,46.9,93,25.5,52.9,2,92.3,76.3
1274,Yes,22071003400,Orleans Parish,Louisiana,2019,44,52,36,54,66,42,61,1.8,12.6,70,16.5,328.2,46,4.1,3.7,22,72.5,64.7,5,83.9,56.2,95,56.5,79.2,43,46,40,38,13.7,11.1,59,N/A,N/A,42,8.6,8.3,64,4,5,35,60,44,20,20.1,14,35,44,26,71,9.2,28.8,18,N/A,N/A,12,87,65.9,11,41.6,50.1,78,25.3,37.9,2,93.3,77.3
1275,Yes,22071003400,Orleans Parish,Louisiana,2020,47,59,35,56,67,44,64,1.5,16.6,70,25.2,226.1,46,4.1,3.7,24,72.8,65.6,6,84.9,58.8,98,55.8,84.4,53,60,46,65,7.4,22.5,43,N/A,N/A,73,8.1,57.7,60,3.4,4.1,50,61,61,29,20.6,16.3,32,50,15,72,12.2,37.1,29,N/A,N/A,15,87.5,70.1,7,41.6,52.6,36,25.4,20.5,2,94.2,78.6
1276,Yes,22071003400,Orleans Parish,Louisiana,2021,46,55,37,62,67,57,65,0,21,69,25.7,176.4,46,4.1,3.7,73,73.3,79.1,10,89.1,73.3,99,55.6,88.3,47,46,48,26,5.3,-2,61,N/A,N/A,51,7.1,14.6,77,5,8.3,35,59,44,33,20.6,17.1,30,52,7,73,13.8,47.3,31,N/A,N/A,10,88.8,67.7,2,41.3,57.9,N/A,27.5,N/A,10,95,86.3
1277,Yes,22071003400,Orleans Parish,Louisiana,2022,44,49,40,60,62,57,64,-0.3,16.8,59,31.6,77.7,46,4.1,3.7,78,72.9,80.3,6,90.6,72.1,98,56.3,86,42,33,52,45,-15,-14.6,28,N/A,N/A,27,17.9,4.3,81,5.1,9.8,48,60,58,27,21.1,16.4,32,53,11,70,14.5,37.5,36,N/A,N/A,23,88.8,78.7,2,41.3,57.4,N/A,27.4,N/A,7,94.9,84
1278,Yes,22071003400,Orleans Parish,Louisiana,2023,42,48,35,53,58,48,60,-0.5,12.5,57,48.8,91.7,46,4.1,3.7,43,72.2,70.4,8,91.7,76.3,97,56.7,83.4,40,35,46,21,28.8,2.4,39,N/A,N/A,46,-8.5,-6.1,61,3.9,4.8,48,60,58,28,20.7,16.4,32,52,12,66,16.7,33.9,39,N/A,N/A,13,88.8,70.9,3,41.5,56.9,N/A,27.8,N/A,19,95,89.5
1279,Yes,22071003400,Orleans Parish,Louisiana,2024,44,54,34,53,58,48,60,-0.5,12.5,57,48.8,91.7,46,4.1,3.7,43,72.2,70.4,8,91.7,76.3,97,56.7,83.4,44,44,43,39,-5.8,-7.1,48,N/A,N/A,46,-8.5,-6.1,68,3.6,5.1,48,60,58,13,1.3,0.4,36,60,12,66,16.7,33.9,55,N/A,N/A,13,88.8,70.9,3,41.5,56.9,N/A,27.8,N/A,19,95,89.5
1280,Yes,22071004900,Orleans Parish,Louisiana,2017,34,36,33,32,3,61,3,2.1,-12.2,3,-0.4,-52.9,59,4.1,5.4,91,71.2,81.9,3,82.9,48.5,90,57.6,75.7,50,62,38,62,5.9,9.5,65,N/A,N/A,58,5.7,15.2,59,4,4.6,7,59,8,49,20.1,19.9,22,44,1,65,3.3,18.2,22,N/A,N/A,1,86.3,31.5,0,41.3,62.7,1,25.5,0,3,91.2,75.8
1281,Yes,22071004900,Orleans Parish,Louisiana,2018,38,41,35,34,6,61,4,2.1,-11.5,7,5.4,-28.3,59,4.1,5.4,95,72,84.6,3,82.9,48.5,87,57,73.6,46,52,41,62,5.9,9.5,79,N/A,N/A,16,1.6,-28.3,59,4,4.6,16,60,20,49,20.1,19.9,34,65,2,64,5.7,20,66,N/A,N/A,1,86.6,36,1,41.5,61.1,5,25.5,5.6,2,92.3,77
1282,Yes,22071004900,Orleans Parish,Louisiana,2019,41,44,38,40,22,58,4,1.8,-10.7,40,16.5,22.1,59,4.1,5.4,87,72.5,81.6,3,83.9,49.6,84,56.5,71.2,48,53,43,42,13.7,7.4,61,N/A,N/A,56,8.6,15.8,59,4,4.6,22,60,29,49,20.1,19.9,35,58,12,58,9.2,18.6,58,N/A,N/A,2,87,39.8,1,41.6,59.5,42,25.3,22.3,3,93.3,78.7
1283,Yes,22071004900,Orleans Parish,Louisiana,2020,46,51,42,54,52,56,40,1.5,2.8,64,25.2,101.4,59,4.1,5.4,78,72.8,79.4,2,84.9,49.5,86,55.8,72.4,54,59,49,69,7.4,14.9,50,N/A,N/A,57,8.1,15.9,59,3.4,4,26,61,34,62,20.6,23,32,43,21,56,12.2,20.4,30,N/A,N/A,2,87.5,44.3,2,41.6,58.1,78,25.4,37.8,2,94.2,79.5
1284,Yes,22071004900,Orleans Parish,Louisiana,2021,46,54,37,50,50,50,50,0,4.8,N/A,25.7,N/A,59,4.1,5.4,59,73.3,75.6,0,89.1,37.3,83,55.6,70.4,48,57,38,52,5.3,4,45,N/A,N/A,75,7.1,60.8,23,5,2.9,33,59,42,58,20.6,22.1,40,56,24,48,13.8,18.1,64,N/A,N/A,2,88.8,49.5,0,41.3,71.5,87,27.5,50,9,95,85.9
1285,Yes,22071004900,Orleans Parish,Louisiana,2022,48,55,40,54,59,48,59,-0.3,10.3,N/A,31.6,N/A,59,4.1,5.4,69,72.9,77.7,0,90.6,35.7,66,56.3,62.5,54,59,48,48,-15,-18.3,73,N/A,N/A,56,17.9,28,46,5.1,4.7,34,60,42,65,21.1,24.1,36,46,25,35,14.5,13.2,58,N/A,N/A,1,88.8,44.9,0,41.3,71.3,98,27.4,84.4,2,94.9,77.4
1286,Yes,22071004900,Orleans Parish,Louisiana,2023,42,43,41,52,57,47,57,-0.5,9.7,N/A,48.8,N/A,59,4.1,5.4,70,72.2,77.4,0,91.7,39.8,60,56.7,60.4,50,49,51,51,28.8,24.7,37,N/A,N/A,59,-8.5,1.9,61,3.9,4.7,34,60,42,57,20.7,22.2,24,22,26,29,16.7,12.7,15,N/A,N/A,1,88.8,43.1,0,41.5,70.6,96,27.8,72.4,8,95,84.7
1287,Yes,22071004900,Orleans Parish,Louisiana,2024,42,45,39,52,57,47,57,-0.5,9.7,N/A,48.8,N/A,59,4.1,5.4,70,72.2,77.4,0,91.7,39.8,60,56.7,60.4,48,50,45,49,-5.8,-7.5,42,N/A,N/A,59,-8.5,1.9,41,3.6,3.1,34,60,42,60,1.3,1.5,28,29,26,29,16.7,12.7,29,N/A,N/A,1,88.8,43.1,0,41.5,70.6,96,27.8,72.4,8,95,84.7
1288,Yes,22071001730,Orleans Parish,Louisiana,2017,43,52,34,58,56,61,66,2.1,25,47,-0.4,7.9,99,4.1,52,83,71.2,79.4,43,82.9,80.5,19,57.6,44,23,34,12,67,5.9,181.8,N/A,N/A,N/A,0,5.7,-81.8,8,4,1.5,25,59,31,2,20.1,5.7,48,67,29,67,3.3,18.5,N/A,N/A,N/A,8,86.3,58.4,59,41.3,40,31,25.5,18.4,19,91.2,84.2
1289,Yes,22071001730,Orleans Parish,Louisiana,2018,51,64,38,62,57,66,65,2.1,20.8,49,5.4,18.7,99,4.1,52,96,72,85,43,82.9,80.5,26,57,47.4,40,67,14,67,5.9,181.8,N/A,N/A,N/A,67,1.6,200,8,4,1.5,31,60,39,2,20.1,5.7,52,69,35,69,5.7,26,N/A,N/A,N/A,12,86.6,64.2,73,41.5,38.1,31,25.5,18.4,24,92.3,87.5
1290,Yes,22071001730,Orleans Parish,Louisiana,2019,50,61,39,58,48,68,64,1.8,16.9,33,16.5,13.5,99,4.1,52,98,72.5,87.2,40,83.9,80.8,35,56.5,50.4,40,66,13,67,13.7,200,N/A,N/A,N/A,66,8.6,85.7,8,4,1.5,29,60,37,2,20.1,5.7,52,68,36,68,9.2,27.6,N/A,N/A,N/A,18,87,71,82,41.6,36.6,23,25.3,15.4,22,93.3,88.6
1291,Yes,22071001730,Orleans Parish,Louisiana,2020,42,48,36,57,48,66,64,1.5,16.2,33,25.2,21.7,99,4.1,52,91,72.8,83.2,43,84.9,82.9,33,55.8,49.1,20,28,12,56,7.4,23.8,N/A,N/A,N/A,1,8.1,-46.2,7,3.4,1.2,27,61,35,3,20.6,5.4,49,67,31,67,12.2,29.1,N/A,N/A,N/A,20,87.5,73.7,64,41.6,39.6,22,25.4,15,19,94.2,89
1292,Yes,22071001730,Orleans Parish,Louisiana,2021,43,55,31,62,68,56,67,0,48.7,69,25.7,258.1,99,4.1,52,51,73.3,73.5,66,89.1,92.4,10,55.6,35.1,20,32,7,3,5.3,-16.1,N/A,N/A,N/A,62,7.1,57.1,6,5,1.5,12,59,16,3,20.6,5.6,47,64,30,64,13.8,28.2,N/A,N/A,N/A,26,88.8,80.1,30,41.3,45,28,27.5,18.4,34,95,92.9
1293,Yes,22071001730,Orleans Parish,Louisiana,2022,40,57,24,56,68,44,67,-0.3,68.4,69,31.6,351.2,99,4.1,52,40,72.9,70.2,31,90.6,86.2,6,56.3,31.4,20,34,7,1,-15,-54.1,N/A,N/A,N/A,66,17.9,163.6,7,5.1,1.6,11,60,15,2,21.1,5.8,45,68,22,68,14.5,37.9,N/A,N/A,N/A,20,88.8,76.4,27,41.3,45.6,24,27.4,17,16,94.9,88.8
1294,Yes,22071001730,Orleans Parish,Louisiana,2023,42,62,21,56,68,43,67,-0.5,82.2,69,48.8,361.5,99,4.1,52,42,72.2,70,29,91.7,86.9,2,56.7,22,28,48,7,32,28.8,27.4,N/A,N/A,N/A,63,-8.5,34.5,7,3.9,1.3,11,60,15,3,20.7,6,42,69,14,69,16.7,43.8,N/A,N/A,N/A,18,88.8,75.3,15,41.5,49,15,27.8,13.3,8,95,84.8
1295,Yes,22071001730,Orleans Parish,Louisiana,2024,43,59,27,56,68,43,67,-0.5,82.2,69,48.8,361.5,99,4.1,52,42,72.2,70,29,91.7,86.9,2,56.7,22,32,41,24,19,-5.8,-10.1,N/A,N/A,N/A,63,-8.5,34.5,37,3.6,2.8,11,60,15,N/A,N/A,N/A,42,69,14,69,16.7,43.8,N/A,N/A,N/A,18,88.8,75.3,15,41.5,49,15,27.8,13.3,8,95,84.8
1296,Yes,22071002700,Orleans Parish,Louisiana,2017,31,35,27,42,38,46,7,2.1,-7.5,68,-0.4,93.3,36,4.1,2.6,68,71.2,75.4,11,82.9,62.7,70,57.6,65.5,22,33,10,30,5.9,0,47,N/A,N/A,22,5.7,-5.3,N/A,N/A,N/A,7,59,8,14,20.1,12.2,30,35,26,55,3.3,9.9,15,N/A,N/A,6,86.3,53.8,11,41.3,50,85,25.5,43.4,0,91.2,66
1297,Yes,22071002700,Orleans Parish,Louisiana,2018,30,31,28,42,37,47,10,2.1,-5.6,64,5.4,55.2,36,4.1,2.6,72,72,77.2,11,82.9,62.7,69,57,64.6,26,41,10,30,5.9,0,28,N/A,N/A,66,1.6,44.4,N/A,N/A,N/A,7,60,8,14,20.1,12.2,20,15,26,12,5.7,-5.9,18,N/A,N/A,6,86.6,54.5,13,41.5,49.4,87,25.5,45,0,92.3,66.4
1298,Yes,22071002700,Orleans Parish,Louisiana,2019,28,28,29,44,36,51,7,1.8,-8,65,16.5,79.7,36,4.1,2.6,81,72.5,79.7,12,83.9,64.8,75,56.5,66.7,15,19,11,27,13.7,6.7,27,N/A,N/A,4,8.6,-34.6,N/A,N/A,N/A,8,60,10,14,20.1,12.2,27,28,26,22,9.2,2.8,33,N/A,N/A,8,87,60.2,18,41.6,47.7,76,25.3,36.5,0,93.3,70.2
1299,Yes,22071002700,Orleans Parish,Louisiana,2020,37,45,29,40,30,51,9,1.5,-6.7,51,25.2,46.8,36,4.1,2.6,80,72.8,79.9,12,84.9,66.9,75,55.8,66.4,33,52,14,56,7.4,15.6,34,N/A,N/A,65,8.1,47.1,N/A,N/A,N/A,9,61,12,19,20.6,13.9,38,54,23,56,12.2,19.8,53,N/A,N/A,12,87.5,66.2,20,41.6,47.4,60,25.4,29.1,0,94.2,72.4
1300,Yes,22071002700,Orleans Parish,Louisiana,2021,36,49,22,40,34,46,27,0,-2.4,41,25.7,33,36,4.1,2.6,49,73.3,72.9,9,89.1,71.8,90,55.6,75,34,56,11,49,5.3,8.1,73,N/A,N/A,46,7.1,16,N/A,N/A,N/A,2,59,2,20,20.6,14.1,32,56,8,59,13.8,24.2,54,N/A,N/A,7,88.8,62.2,11,41.3,50.4,N/A,27.5,N/A,6,95,83.3
1301,Yes,22071002700,Orleans Parish,Louisiana,2022,34,43,26,43,46,40,47,-0.3,3.6,44,31.6,43.7,36,4.1,2.6,19,72.9,63.5,11,90.6,76.9,94,56.3,79.1,24,37,10,22,-15,-25,31,N/A,N/A,57,17.9,44.8,N/A,N/A,N/A,1,60,1,19,21.1,14.4,37,45,29,46,14.5,17.8,44,N/A,N/A,8,88.8,64,24,41.3,46.2,64,27.4,34.1,20,94.9,89.7
1302,Yes,22071002700,Orleans Parish,Louisiana,2023,28,35,20,38,46,30,33,-0.5,-1.1,58,48.8,98.3,36,4.1,2.6,10,72.2,57.7,6,91.7,74,66,56.7,63.2,25,38,12,43,28.8,30,39,N/A,N/A,32,-8.5,-11.9,N/A,N/A,N/A,1,60,1,23,20.7,15.1,19,21,17,12,16.7,1.7,30,N/A,N/A,4,88.8,57.4,32,41.5,44.7,24,27.8,16.9,8,95,84.8
1303,Yes,22071002700,Orleans Parish,Louisiana,2024,30,41,20,38,46,30,33,-0.5,-1.1,58,48.8,98.3,36,4.1,2.6,10,72.2,57.7,6,91.7,74,66,56.7,63.2,34,54,14,66,-5.8,7.7,63,N/A,N/A,32,-8.5,-11.9,28,3.6,2.4,1,60,1,13,1.3,0.4,20,22,17,12,16.7,1.7,32,N/A,N/A,4,88.8,57.4,32,41.5,44.7,24,27.8,16.9,8,95,84.8
1304,Yes,22071000200,Orleans Parish,Louisiana,2017,33,38,28,38,56,21,44,2.1,4.6,67,-0.4,47.5,16,4.1,1,51,71.2,71.5,3,82.9,47.4,15,57.6,41.5,28,19,38,4,5.9,-18.2,0,N/A,N/A,52,5.7,18.8,88,4,8.3,18,59,23,8,20.1,10,32,40,25,73,3.3,25.1,6,N/A,N/A,24,86.3,73.9,8,41.3,51.4,40,25.5,21.8,27,91.2,86.5
1305,Yes,22071000200,Orleans Parish,Louisiana,2018,36,46,25,40,65,15,64,2.1,16.4,66,5.4,59.3,16,4.1,1,28,72,66.4,3,82.9,47.4,14,57,39.9,30,25,36,4,5.9,-18.2,66,N/A,N/A,6,1.6,-31.6,88,4,8.3,13,60,16,8,20.1,10,36,48,24,41,5.7,5.3,54,N/A,N/A,25,86.6,75.5,17,41.5,48,30,25.5,18.2,22,92.3,86.8
1306,Yes,22071000200,Orleans Parish,Louisiana,2019,39,53,25,40,67,12,66,1.8,22.4,68,16.5,109.5,16,4.1,1,16,72.5,62.6,2,83.9,46.4,13,56.5,38.9,49,61,37,59,13.7,33.3,64,N/A,N/A,60,8.6,30.8,88,4,8.3,14,60,18,8,20.1,10,29,32,26,13,9.2,-5.7,51,N/A,N/A,33,87,80.6,29,41.6,45.2,29,25.3,17.7,15,93.3,86.3
1307,Yes,22071000200,Orleans Parish,Louisiana,2020,38,50,26,40,65,16,61,1.5,11.6,69,25.2,158.7,16,4.1,1,11,72.8,60.6,2,84.9,48.5,33,55.8,48.9,38,45,31,66,7.4,66.7,62,N/A,N/A,6,8.1,-23.5,72,3.4,5,14,61,19,7,20.6,9.8,34,39,30,18,12.2,1.6,60,N/A,N/A,42,87.5,84.8,25,41.6,46,43,25.4,22.8,10,94.2,85.8
1308,Yes,22071000200,Orleans Parish,Louisiana,2021,32,38,27,22,10,33,10,0,-10.3,N/A,25.7,N/A,16,4.1,1,18,73.3,63.4,2,89.1,57,95,55.6,79.9,32,41,24,53,5.3,15,2,N/A,N/A,67,7.1,69.2,42,5,4.3,23,59,30,6,20.6,9.3,44,62,25,57,13.8,20.6,66,N/A,N/A,36,88.8,84.6,7,41.3,53.1,N/A,27.5,N/A,33,95,92.7
1309,Yes,22071000200,Orleans Parish,Louisiana,2022,30,32,29,36,34,37,4,-0.3,-34.3,65,31.6,114.8,16,4.1,1,39,72.9,69.9,1,90.6,56,92,56.3,77.7,27,23,31,6,-15,-34.8,1,N/A,N/A,62,17.9,59.1,64,5.1,6.7,21,60,27,8,21.1,10.8,30,40,19,73,14.5,44.5,6,N/A,N/A,32,88.8,83.1,3,41.3,56.2,N/A,27.4,N/A,23,94.9,90.7
1310,Yes,22071000200,Orleans Parish,Louisiana,2023,38,45,30,37,36,38,9,-0.5,-31.9,64,48.8,129.2,16,4.1,1,48,72.2,71.7,2,91.7,65.2,88,56.7,74.5,42,60,23,65,28.8,93.3,66,N/A,N/A,48,-8.5,0,43,3.9,3.4,21,60,27,6,20.7,9.5,35,40,30,73,16.7,48.6,6,N/A,N/A,36,88.8,84.6,3,41.5,56.5,N/A,27.8,N/A,50,95,95
1311,Yes,22071000200,Orleans Parish,Louisiana,2024,43,51,35,37,36,38,9,-0.5,-31.9,64,48.8,129.2,16,4.1,1,48,72.2,71.7,2,91.7,65.2,88,56.7,74.5,40,45,36,19,-5.8,-10.3,67,N/A,N/A,48,-8.5,0,53,3.6,3.8,21,60,27,34,1.3,0.9,51,72,30,73,16.7,48.6,72,N/A,N/A,36,88.8,84.6,3,41.5,56.5,N/A,27.8,N/A,50,95,95
1312,Yes,22071004401,Orleans Parish,Louisiana,2017,30,33,26,28,7,50,9,2.1,-6,5,-0.4,-40.3,46,4.1,3.6,61,71.2,73.7,0,82.9,31.7,91,57.6,76.7,36,61,11,51,5.9,10,66,N/A,N/A,66,5.7,50,N/A,N/A,N/A,7,59,8,15,20.1,12.7,24,30,17,46,3.3,7.3,15,N/A,N/A,2,86.3,40.5,24,41.3,45.9,38,25.5,21.1,5,91.2,78.1
1313,Yes,22071004401,Orleans Parish,Louisiana,2018,32,38,26,28,5,52,5,2.1,-8.5,5,5.4,-36.9,46,4.1,3.6,71,72,76.9,0,82.9,31.7,92,57,77.4,28,44,12,51,5.9,10,71,N/A,N/A,9,1.6,-23.8,N/A,N/A,N/A,10,60,12,15,20.1,12.7,39,64,14,68,5.7,42.6,60,N/A,N/A,3,86.6,48.2,21,41.5,46.8,30,25.5,18.1,2,92.3,76.9
1314,Yes,22071004401,Orleans Parish,Louisiana,2019,32,38,25,44,36,52,7,1.8,-7.4,65,16.5,93.5,46,4.1,3.6,72,72.5,77.6,1,83.9,37.9,91,56.5,76,18,23,14,33,13.7,9.1,29,N/A,N/A,7,8.6,-25,N/A,N/A,N/A,14,60,18,15,20.1,12.7,32,54,10,68,9.2,63.7,41,N/A,N/A,6,87,57.4,18,41.6,47.9,14,25.3,11.1,2,93.3,76.9
1315,Yes,22071004401,Orleans Parish,Louisiana,2020,37,46,28,44,34,54,3,1.5,-12.5,65,25.2,102.1,46,4.1,3.6,75,72.8,78.6,1,84.9,40.2,94,55.8,77.7,40,59,21,66,7.4,25,40,N/A,N/A,70,8.1,175,26,3.4,2.2,23,61,30,14,20.6,12.4,28,46,9,68,12.2,83.4,24,N/A,N/A,9,87.5,63.1,10,41.6,50.7,16,25.4,12.4,2,94.2,78.7
1316,Yes,22071004401,Orleans Parish,Louisiana,2021,36,48,25,43,36,50,6,0,-15,65,25.7,122.3,46,4.1,3.6,60,73.3,75.8,2,89.1,57.3,93,55.6,77.7,24,37,11,70,5.3,26.7,22,N/A,N/A,18,7.1,-9.1,9,5,1.8,6,59,8,17,20.6,13.4,42,70,15,68,13.8,80.3,73,N/A,N/A,12,88.8,69.5,5,41.3,54.5,N/A,27.5,N/A,28,95,91.8
