N/A,META,,,,,SUMMARY,,,PLACE,,,,,,,,,,,,,,,,,,,,,ECONOMY,,,,,,,,,,,,,,,,,,,,,COMMUNITY,,,,,,,,,,,,,,,,,,,,
N/A,Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %"
259,N/A,26163522000,Wayne County,Michigan,2020,35,44,26,35,32,38,48,1.5,4.9,15,25.2,2.3,15,4.1,1,69,72.8,77.1,7,84.9,61.6,62,55.8,60.6,42,66,19,66,7.4,37.5,64,N/A,N/A,68,8.1,220,42,3.4,3,0,61,0,16,20.6,13,27,34,20,4,12.2,-7.9,65,N/A,N/A,2,87.5,46.2,6,41.6,53,17,25.4,12.7,57,94.2,95
260,N/A,26163522000,Wayne County,Michigan,2021,26,24,28,36,29,42,29,0,-2,N/A,25.7,N/A,15,4.1,1,59,73.3,75.7,6,89.1,68.5,90,55.6,74.9,22,30,14,24,5.3,0,13,N/A,N/A,52,7.1,25,25,5,3,1,59,1,16,20.6,13,20,14,27,4,13.8,-8.8,25,N/A,N/A,1,88.8,41.7,9,41.3,51.5,N/A,27.5,N/A,70,95,97
261,N/A,26163522000,Wayne County,Michigan,2022,27,30,24,32,24,40,24,-0.3,-4.2,N/A,31.6,N/A,15,4.1,1,44,72.9,71.3,5,90.6,70.5,95,56.3,80.3,22,34,10,8,-15,-36.4,41,N/A,N/A,52,17.9,40,N/A,N/A,N/A,1,60,1,20,21.1,14.7,26,32,21,5,14.5,-5.2,59,N/A,N/A,2,88.8,46,21,41.3,47,12,27.4,11.6,50,94.9,94.9
262,N/A,26163522000,Wayne County,Michigan,2023,30,31,29,30,16,44,16,-0.5,-10.4,N/A,48.8,N/A,15,4.1,1,59,72.2,74.6,8,91.7,76.7,92,56.7,78.1,28,42,14,43,28.8,33.3,22,N/A,N/A,61,-8.5,21.4,N/A,N/A,N/A,1,60,1,26,20.7,15.9,31,34,28,20,16.7,8.5,49,N/A,N/A,1,88.8,43.1,6,41.5,53.5,24,27.8,16.8,80,95,97.9
263,N/A,26163522000,Wayne County,Michigan,2024,28,30,26,30,16,44,16,-0.5,-10.4,N/A,48.8,N/A,15,4.1,1,59,72.2,74.6,8,91.7,76.7,92,56.7,78.1,24,42,7,7,-5.8,-21.4,59,N/A,N/A,61,-8.5,21.4,N/A,N/A,N/A,1,60,1,13,1.3,0.4,30,33,28,20,16.7,8.5,46,N/A,N/A,1,88.8,43.1,6,41.5,53.5,24,27.8,16.8,80,95,97.9
264,N/A,26163540100,Wayne County,Michigan,2017,26,31,21,24,17,31,25,2.1,-3.1,9,-0.4,-28.8,38,4.1,2.9,32,71.2,66.5,8,82.9,58.1,45,57.6,55.5,34,57,10,68,5.9,35,46,N/A,N/A,56,5.7,22.2,N/A,N/A,N/A,1,59,1,19,20.1,13.5,21,20,22,10,3.3,-8.7,30,N/A,N/A,15,86.3,67.1,33,41.3,44.1,17,25.5,12.8,25,91.2,86.2
265,N/A,26163540100,Wayne County,Michigan,2018,28,35,21,22,11,33,13,2.1,-10.4,9,5.4,-26.6,38,4.1,2.9,29,72,66.7,8,82.9,58.1,56,57,59.5,28,45,10,68,5.9,35,58,N/A,N/A,8,1.6,-27.3,N/A,N/A,N/A,1,60,1,19,20.1,13.5,34,48,20,19,5.7,-1.1,78,N/A,N/A,15,86.6,67,30,41.5,44.9,14,25.5,11.5,23,92.3,87.1
266,N/A,26163540100,Wayne County,Michigan,2019,28,33,23,23,10,36,13,1.8,-11.3,8,16.5,-22.6,38,4.1,2.9,29,72.5,67.1,9,83.9,61.2,67,56.5,63.2,35,60,10,67,13.7,37,44,N/A,N/A,70,8.6,93.8,N/A,N/A,N/A,2,60,2,19,20.1,13.5,26,30,23,17,9.2,1.4,44,N/A,N/A,13,87,66.3,38,41.6,43.6,18,25.3,13.2,24,93.3,89.1
267,N/A,26163540100,Wayne County,Michigan,2020,28,32,23,28,20,37,14,1.5,-9.8,26,25.2,13.8,38,4.1,2.9,27,72.8,66.8,7,84.9,60.7,76,55.8,66.5,18,26,9,9,7.4,-16.2,62,N/A,N/A,7,8.1,-22.6,N/A,N/A,N/A,4,61,4,14,20.6,12.4,36,50,23,19,12.2,5.2,81,N/A,N/A,12,87.5,66.9,45,41.6,42.4,10,25.4,8.9,24,94.2,90.1
268,N/A,26163540100,Wayne County,Michigan,2021,28,34,21,37,46,28,47,0,0.7,46,25.7,39.8,38,4.1,2.9,17,73.3,63,10,89.1,73.3,46,55.6,54,24,33,14,70,5.3,32.3,19,N/A,N/A,10,7.1,-20.8,N/A,N/A,N/A,8,59,10,20,20.6,14.1,22,22,22,13,13.8,2.5,30,N/A,N/A,4,88.8,55.2,19,41.3,47.6,N/A,27.5,N/A,42,95,94
269,N/A,26163540100,Wayne County,Michigan,2022,29,34,24,38,44,32,64,-0.3,7.5,23,31.6,12.3,38,4.1,2.9,12,72.9,60,7,90.6,72.6,69,56.3,64,29,37,21,22,-15,-24.4,22,N/A,N/A,67,17.9,84.2,N/A,N/A,N/A,15,60,19,27,21.1,16.4,20,22,18,10,14.5,0.6,34,N/A,N/A,7,88.8,62.5,10,41.3,50.9,N/A,27.4,N/A,38,94.9,93.4
270,N/A,26163540100,Wayne County,Michigan,2023,34,44,24,37,45,29,70,-0.5,13.1,20,48.8,22,38,4.1,2.9,12,72.2,58.7,5,91.7,72.6,62,56.7,61.5,36,52,20,58,28.8,48.4,47,N/A,N/A,52,-8.5,3.3,N/A,N/A,N/A,15,60,19,26,20.7,15.9,28,34,23,9,16.7,-0.2,59,N/A,N/A,3,88.8,54.9,8,41.5,52.5,N/A,27.8,N/A,59,95,96
271,N/A,26163540100,Wayne County,Michigan,2024,32,40,25,37,45,29,70,-0.5,13.1,20,48.8,22,38,4.1,2.9,12,72.2,58.7,5,91.7,72.6,62,56.7,61.5,38,52,24,38,-5.8,-6.5,67,N/A,N/A,52,-8.5,3.3,N/A,N/A,N/A,15,60,19,34,1.3,0.9,22,22,23,9,16.7,-0.2,34,N/A,N/A,3,88.8,54.9,8,41.5,52.5,N/A,27.8,N/A,59,95,96
272,N/A,26163537500,Wayne County,Michigan,2017,30,40,19,17,9,25,15,2.1,-6,3,-0.4,-55.4,10,4.1,0.7,14,71.2,60.2,13,82.9,64.2,64,57.6,63.1,34,62,7,53,5.9,16.7,64,N/A,N/A,68,5.7,114.3,N/A,N/A,N/A,7,59,8,7,20.1,9.8,36,48,25,35,3.3,2.3,61,N/A,N/A,11,86.3,62.8,12,41.3,49.3,64,25.5,31.1,14,91.2,82.6
273,N/A,26163537500,Wayne County,Michigan,2018,22,23,22,21,14,28,25,2.1,-1.7,4,5.4,-48.4,10,4.1,0.7,18,72,63,13,82.9,64.2,73,57,66.3,18,28,8,53,5.9,16.7,29,N/A,N/A,3,1.6,-60,N/A,N/A,N/A,8,60,9,7,20.1,9.8,28,26,30,16,5.7,-3,35,N/A,N/A,14,86.6,66.7,22,41.5,46.5,65,25.5,31.5,21,92.3,86.7
274,N/A,26163537500,Wayne County,Michigan,2019,24,24,24,24,16,31,29,1.8,-0.8,3,16.5,-61,10,4.1,0.7,21,72.5,64.4,10,83.9,62.7,82,56.5,70.2,26,46,6,49,13.7,21.4,66,N/A,N/A,23,8.6,0,N/A,N/A,N/A,6,60,7,7,20.1,9.8,22,10,34,12,9.2,-2.8,7,N/A,N/A,17,87,70.3,39,41.6,43.3,55,25.3,26.9,24,93.3,89
275,N/A,26163537500,Wayne County,Michigan,2020,36,46,25,34,35,34,50,1.5,4,20,25.2,7.6,10,4.1,0.7,28,72.8,66.9,10,84.9,65.3,86,55.8,72.2,25,44,6,61,7.4,29.4,64,N/A,N/A,7,8.1,-16.7,N/A,N/A,N/A,5,61,6,8,20.6,10,47,60,34,55,12.2,19.5,65,N/A,N/A,15,87.5,69.7,16,41.6,48.6,69,25.4,33.2,34,94.2,92
276,N/A,26163537500,Wayne County,Michigan,2021,34,42,25,49,56,42,60,0,6.5,51,25.7,51.5,10,4.1,0.7,60,73.3,75.7,10,89.1,72.9,86,55.6,72.4,18,29,6,4,5.3,-22.7,14,N/A,N/A,68,7.1,260,N/A,N/A,N/A,3,59,3,8,20.6,10.2,33,40,26,69,13.8,40,12,N/A,N/A,6,88.8,61.7,1,41.3,62.1,55,27.5,29.9,40,95,93.8
277,N/A,26163537500,Wayne County,Michigan,2022,40,52,28,55,64,46,67,-0.3,12.5,61,31.6,92.1,10,4.1,0.7,83,72.9,81.7,8,90.6,74.6,85,56.3,72.3,25,44,6,56,-15,0,12,N/A,N/A,64,17.9,72.2,N/A,N/A,N/A,3,60,3,9,21.1,11.2,41,49,33,70,14.5,53.7,28,N/A,N/A,11,88.8,68.2,1,41.3,59.8,69,27.4,36.9,51,94.9,95
278,N/A,26163537500,Wayne County,Michigan,2023,36,44,28,46,52,40,57,-0.5,6,48,48.8,72.3,10,4.1,0.7,67,72.2,76.6,10,91.7,78.1,71,56.7,65.2,23,39,7,15,28.8,5.9,63,N/A,N/A,38,-8.5,-6.5,N/A,N/A,N/A,3,60,3,11,20.7,11.9,39,42,36,63,16.7,33.9,21,N/A,N/A,2,88.8,48.1,0,41.5,66.6,85,27.8,50,55,95,95.5
279,N/A,26163537500,Wayne County,Michigan,2024,38,46,30,46,52,40,57,-0.5,6,48,48.8,72.3,10,4.1,0.7,67,72.2,76.6,10,91.7,78.1,71,56.7,65.2,32,49,14,58,-5.8,5.6,52,N/A,N/A,38,-8.5,-6.5,N/A,N/A,N/A,3,60,3,24,1.3,0.7,36,36,36,63,16.7,33.9,10,N/A,N/A,2,88.8,48.1,0,41.5,66.6,85,27.8,50,55,95,95.5
280,N/A,26163537200,Wayne County,Michigan,2017,24,20,28,22,14,30,27,2.1,0.5,2,-0.4,-74.8,35,4.1,2.5,58,71.2,73,3,82.9,49.4,24,57.6,46.9,36,35,36,37,5.9,3.6,53,N/A,N/A,16,5.7,-9.1,91,4,9.1,3,59,3,14,20.1,12.2,15,12,18,9,3.3,-7.7,15,N/A,N/A,3,86.3,45.3,24,41.3,45.9,41,25.5,22.4,3,91.2,75.6
281,N/A,26163537200,Wayne County,Michigan,2018,29,28,30,18,2,34,2,2.1,-15.6,2,5.4,-75.5,35,4.1,2.5,59,72,74.1,3,82.9,49.4,40,57,52.9,44,52,36,37,5.9,3.6,59,N/A,N/A,61,1.6,30,91,4,9.1,4,60,4,14,20.1,12.2,24,30,19,35,5.7,5.9,24,N/A,N/A,5,86.6,53.6,36,41.5,43.8,28,25.5,17.4,8,92.3,81.9
282,N/A,26163537200,Wayne County,Michigan,2019,27,24,30,18,2,35,1,1.8,-28.9,2,16.5,-69.9,35,4.1,2.5,55,72.5,73.5,3,83.9,50.2,48,56.5,55.8,31,25,37,42,13.7,13.8,11,N/A,N/A,22,8.6,0,91,4,9.1,5,60,6,14,20.1,12.2,32,46,19,56,9.2,19.6,37,N/A,N/A,7,87,58.6,36,41.6,43.9,16,25.3,12.5,18,93.3,87.3
283,N/A,26163537200,Wayne County,Michigan,2020,32,31,34,18,2,33,1,1.5,-28.9,4,25.2,-28.5,35,4.1,2.5,34,72.8,68.9,4,84.9,54.2,60,55.8,59.7,32,25,39,10,7.4,-15.2,63,N/A,N/A,2,8.1,-38.5,97,3.4,10.7,9,61,12,12,20.6,11.7,49,67,31,64,12.2,32.5,70,N/A,N/A,12,87.5,66.5,38,41.6,43.5,45,25.4,23.7,28,94.2,91
284,N/A,26163537200,Wayne County,Michigan,2021,38,43,32,22,6,38,1,0,-24.7,12,25.7,-11.1,35,4.1,2.5,47,73.3,72.6,7,89.1,69.1,62,55.6,60.4,46,62,30,71,5.3,35.7,48,N/A,N/A,66,7.1,87.5,75,5,7.9,4,59,4,12,20.6,11.7,44,62,27,61,13.8,30.4,64,N/A,N/A,8,88.8,64.8,27,41.3,45.5,N/A,27.5,N/A,45,95,94.4
285,N/A,26163537200,Wayne County,Michigan,2022,36,29,42,42,36,47,20,-0.3,-5.4,52,31.6,63.4,35,4.1,2.5,61,72.9,75.6,10,90.6,76.1,82,56.3,70.3,25,17,33,15,-15,-31.6,31,N/A,N/A,5,17.9,-13.3,87,5.1,11.5,1,60,1,12,21.1,12.5,40,34,47,33,14.5,14,35,N/A,N/A,N/A,88.8,N/A,32,41.3,44.4,99,27.4,97.4,10,94.9,86.1
286,N/A,26163537200,Wayne County,Michigan,2023,38,37,40,50,46,54,54,-0.5,7.9,37,48.8,53.5,35,4.1,2.5,72,72.2,78.1,13,91.7,80.8,98,56.7,85.2,36,39,33,16,28.8,-3.8,43,N/A,N/A,59,-8.5,16.6,84,3.9,8,1,60,1,14,20.7,12.9,30,25,34,6,16.7,0.1,44,N/A,N/A,N/A,88.8,N/A,66,41.5,38.9,N/A,27.8,N/A,3,95,80.3
287,N/A,26163537200,Wayne County,Michigan,2024,40,37,42,50,46,54,54,-0.5,7.9,37,48.8,53.5,35,4.1,2.5,72,72.2,78.1,13,91.7,80.8,98,56.7,85.2,37,36,38,15,-5.8,-16,34,N/A,N/A,59,-8.5,16.6,89,3.6,9.5,1,60,1,24,1.3,0.7,31,28,34,6,16.7,0.1,49,N/A,N/A,N/A,88.8,N/A,66,41.5,38.9,N/A,27.8,N/A,3,95,80.3
288,N/A,26163500800,Wayne County,Michigan,2017,28,29,27,14,10,18,10,2.1,-8.5,10,-0.4,-25.9,19,4.1,1.3,13,71.2,60.1,8,82.9,58,30,57.6,49.6,46,56,36,66,5.9,75,34,N/A,N/A,67,5.7,100,97,4,12.5,7,59,8,4,20.1,7.4,25,22,28,40,3.3,4.4,4,N/A,N/A,7,86.3,55.9,23,41.3,46,61,25.5,29.8,21,91.2,85.1
289,N/A,26163500800,Wayne County,Michigan,2018,32,37,27,20,20,19,35,2.1,1,5,5.4,-44.2,19,4.1,1.3,18,72,63,8,82.9,58,31,57,49.6,47,56,38,66,5.9,75,36,N/A,N/A,65,1.6,50,97,4,12.5,12,60,15,4,20.1,7.4,29,34,24,53,5.7,12.5,16,N/A,N/A,6,86.6,56.2,29,41.5,45.1,34,25.5,19.6,25,92.3,87.5
290,N/A,26163500800,Wayne County,Michigan,2019,35,43,27,32,42,22,70,1.8,18.4,13,16.5,-9.7,19,4.1,1.3,24,72.5,65.4,9,83.9,61.9,35,56.5,50.5,38,38,38,35,13.7,14.3,66,N/A,N/A,12,8.6,-8.3,97,4,12.5,12,60,15,4,20.1,7.4,34,48,20,31,9.2,7.2,64,N/A,N/A,6,87,56.8,36,41.6,43.9,11,25.3,9.6,28,93.3,89.8
291,N/A,26163500800,Wayne County,Michigan,2020,32,37,28,33,40,26,71,1.5,21.9,8,25.2,-13.4,19,4.1,1.3,32,72.8,68.2,9,84.9,63.6,44,55.8,53.4,46,55,37,44,7.4,12.5,62,N/A,N/A,60,8.1,36.4,97,3.4,11.1,12,61,15,3,20.6,6.7,18,16,20,21,12.2,6,12,N/A,N/A,7,87.5,60,37,41.6,43.7,4,25.4,3.5,30,94.2,91.4
292,N/A,26163500800,Wayne County,Michigan,2021,32,35,28,35,40,30,69,0,15.8,11,25.7,-18.4,19,4.1,1.3,35,73.3,69.2,9,89.1,72.5,56,55.6,57.9,34,36,32,64,5.3,33.3,32,N/A,N/A,11,7.1,-13.3,77,5,8.3,12,59,16,6,20.6,8.9,26,28,23,11,13.8,1.1,45,N/A,N/A,6,88.8,60.9,29,41.3,45,N/A,27.5,N/A,34,95,92.8
293,N/A,26163500800,Wayne County,Michigan,2022,33,40,26,25,22,28,39,-0.3,-0.4,6,31.6,-35,19,4.1,1.3,16,72.9,61.9,8,90.6,74.6,68,56.3,63.6,42,56,28,58,-15,8.3,53,N/A,N/A,58,17.9,53.8,72,5.1,7.7,3,60,3,9,21.1,11,32,42,23,17,14.5,5.4,66,N/A,N/A,9,88.8,65.8,26,41.3,45.8,N/A,27.4,N/A,34,94.9,92.7
294,N/A,26163500800,Wayne County,Michigan,2023,30,35,25,33,32,34,17,-0.5,-13,48,48.8,69.8,19,4.1,1.3,15,72.2,60.3,17,91.7,82.9,85,56.7,72.6,34,43,26,55,28.8,53.8,23,N/A,N/A,50,-8.5,5,64,3.9,5,3,60,3,11,20.7,11.6,22,30,14,26,16.7,11.4,34,N/A,N/A,10,88.8,68.3,20,41.5,47.4,3,27.8,6.6,22,95,90.4
295,N/A,26163500800,Wayne County,Michigan,2024,30,35,26,33,32,34,17,-0.5,-13,48,48.8,69.8,19,4.1,1.3,15,72.2,60.3,17,91.7,82.9,85,56.7,72.6,30,32,29,2,-5.8,-30,45,N/A,N/A,50,-8.5,5,81,3.6,7.1,3,60,3,4,1.3,0.2,28,42,14,26,16.7,11.4,57,N/A,N/A,10,88.8,68.3,20,41.5,47.4,3,27.8,6.6,22,95,90.4
296,N/A,26163501500,Wayne County,Michigan,2017,30,31,29,40,36,44,67,2.1,6.4,4,-0.4,-51.7,57,4.1,5,61,71.2,73.7,6,82.9,55.1,50,57.6,57.6,33,52,14,37,5.9,4.3,54,N/A,N/A,66,5.7,44.4,N/A,N/A,N/A,5,59,5,23,20.1,14.6,18,6,30,4,3.3,-17.5,7,N/A,N/A,6,86.3,55.2,38,41.3,43.2,37,25.5,20.9,37,91.2,88.9
297,N/A,26163501500,Wayne County,Michigan,2018,32,35,28,38,32,44,58,2.1,3.5,6,5.4,-41,57,4.1,5,60,72,74.3,6,82.9,55.1,52,57,57.7,27,40,14,37,5.9,4.3,58,N/A,N/A,24,1.6,-7.7,N/A,N/A,N/A,4,60,4,23,20.1,14.6,30,34,25,5,5.7,-13.8,63,N/A,N/A,4,86.6,49.2,26,41.5,45.7,37,25.5,20.6,33,92.3,89.4
298,N/A,26163501500,Wayne County,Michigan,2019,30,31,29,42,39,46,62,1.8,4.3,16,16.5,-5.5,57,4.1,5,57,72.5,74,9,83.9,61.6,59,56.5,60,30,45,14,69,13.7,50,49,N/A,N/A,17,8.6,-8.3,N/A,N/A,N/A,5,60,6,23,20.1,14.6,17,8,26,9,9.2,-3.4,8,N/A,N/A,4,87,50,24,41.6,46.3,36,25.3,20.3,40,93.3,91.9
299,N/A,26163501500,Wayne County,Michigan,2020,38,45,30,42,38,47,56,1.5,2.2,20,25.2,6,57,4.1,5,58,72.8,74.6,11,84.9,65.7,61,55.8,60.3,37,58,16,71,7.4,63.9,64,N/A,N/A,40,8.1,9.1,N/A,N/A,N/A,10,61,13,21,20.6,14.5,32,38,26,27,12.2,8.8,48,N/A,N/A,4,87.5,51.5,22,41.6,46.8,29,25.4,17.6,49,94.2,94.1
300,N/A,26163501500,Wayne County,Michigan,2021,36,37,36,46,44,47,58,0,1.5,29,25.7,16.1,57,4.1,5,53,73.3,74.2,23,89.1,81.4,54,55.6,57,24,26,22,9,5.3,-15.3,12,N/A,N/A,56,7.1,25,N/A,N/A,N/A,19,59,25,24,20.6,15.2,41,42,40,46,13.8,17.8,38,N/A,N/A,6,88.8,61.6,13,41.3,49.6,68,27.5,35.9,72,95,97.2
301,N/A,26163501500,Wayne County,Michigan,2022,38,44,32,45,42,48,42,-0.3,-3.9,41,31.6,38.9,57,4.1,5,28,72.9,66.5,34,90.6,87,71,56.3,64.8,30,40,20,12,-15,-32,46,N/A,N/A,63,17.9,56.7,N/A,N/A,N/A,14,60,18,26,21.1,16.2,40,51,28,50,14.5,21.3,52,N/A,N/A,8,88.8,64.6,22,41.3,46.9,25,27.4,17.1,58,94.9,95.8
302,N/A,26163501500,Wayne County,Michigan,2023,35,37,33,42,36,47,41,-0.5,-5.2,31,48.8,40.1,57,4.1,5,23,72.2,63.8,42,91.7,90.2,65,56.7,62.7,29,34,24,25,28.8,14.7,22,N/A,N/A,56,-8.5,6.4,N/A,N/A,N/A,14,60,18,33,20.7,17.2,34,42,27,43,16.7,20.3,40,N/A,N/A,10,88.8,68.7,24,41.5,46.4,20,27.8,15.3,53,95,95.3
303,N/A,26163501500,Wayne County,Michigan,2024,40,46,33,42,36,47,41,-0.5,-5.2,31,48.8,40.1,57,4.1,5,23,72.2,63.8,42,91.7,90.2,65,56.7,62.7,41,58,24,62,-5.8,5.1,57,N/A,N/A,56,-8.5,6.4,N/A,N/A,N/A,14,60,18,34,1.3,0.9,36,44,27,43,16.7,20.3,45,N/A,N/A,10,88.8,68.7,24,41.5,46.4,20,27.8,15.3,53,95,95.3
304,N/A,26163526300,Wayne County,Michigan,2017,30,40,20,18,10,26,16,2.1,-7.8,4,-0.4,-38.9,31,4.1,2.2,40,71.2,68.8,4,82.9,51.6,27,57.6,48.2,30,53,6,41,5.9,8.3,62,N/A,N/A,55,5.7,25,N/A,N/A,N/A,4,59,4,7,20.1,9.8,42,58,27,59,3.3,14.9,57,N/A,N/A,5,86.3,51.9,38,41.3,43.2,55,25.5,27.5,11,91.2,81.4
305,N/A,26163526300,Wayne County,Michigan,2018,26,30,21,19,12,26,18,2.1,-6.7,7,5.4,-27.1,31,4.1,2.2,46,72,71,4,82.9,51.6,21,57,44.6,22,39,6,41,5.9,8.3,58,N/A,N/A,17,1.6,-10,N/A,N/A,N/A,5,60,5,7,20.1,9.8,35,38,32,57,5.7,16.3,19,N/A,N/A,8,86.6,58.2,43,41.5,42.6,60,25.5,29.4,16,92.3,85.2
306,N/A,26163526300,Wayne County,Michigan,2019,27,30,24,23,14,32,16,1.8,-7.6,11,16.5,-11.7,31,4.1,2.2,69,72.5,76.9,6,83.9,57.4,20,56.5,43.8,20,34,6,3,13.7,-15.4,32,N/A,N/A,67,8.6,111.1,N/A,N/A,N/A,6,60,7,7,20.1,9.8,38,41,35,59,9.2,21.6,23,N/A,N/A,11,87,63.8,45,41.6,42.3,65,25.3,31.3,18,93.3,87.3
307,N/A,26163526300,Wayne County,Michigan,2020,32,37,26,32,28,37,51,1.5,3.2,5,25.2,-25.5,31,4.1,2.2,90,72.8,82.8,7,84.9,60.5,19,55.8,42.2,22,40,5,53,7.4,18.2,61,N/A,N/A,5,8.1,-21.1,N/A,N/A,N/A,5,61,6,5,20.6,8.5,39,42,36,37,12.2,13.1,46,N/A,N/A,12,87.5,66.3,43,41.6,42.8,62,25.4,29.8,27,94.2,90.8
308,N/A,26163526300,Wayne County,Michigan,2021,34,46,21,32,32,32,55,0,3.2,10,25.7,-16.2,31,4.1,2.2,54,73.3,74.2,5,89.1,67.3,37,55.6,50.1,26,47,4,22,5.3,0,65,N/A,N/A,54,7.1,26.7,N/A,N/A,N/A,5,59,6,4,20.6,7.8,42,58,27,41,13.8,16.6,76,N/A,N/A,10,88.8,66.9,42,41.3,42.6,37,27.5,22.1,20,95,89.9
309,N/A,26163526300,Wayne County,Michigan,2022,34,48,21,43,50,36,50,-0.3,1.4,N/A,31.6,N/A,31,4.1,2.2,62,72.9,76,7,90.6,73.4,46,56.3,54.6,20,34,5,55,-15,0,22,N/A,N/A,26,17.9,10.5,N/A,N/A,N/A,6,60,7,4,21.1,8.6,40,59,21,49,14.5,21.7,69,N/A,N/A,6,88.8,61.5,37,41.3,43.6,N/A,27.4,N/A,21,94.9,90.1
310,N/A,26163526300,Wayne County,Michigan,2023,26,34,18,24,25,22,25,-0.5,-9.8,N/A,48.8,N/A,31,4.1,2.2,23,72.2,64.1,9,91.7,77.3,25,56.7,46.2,24,41,6,16,28.8,7.7,53,N/A,N/A,55,-8.5,9.5,N/A,N/A,N/A,6,60,7,5,20.7,9.1,30,36,25,61,16.7,36.5,12,N/A,N/A,4,88.8,56.7,50,41.5,41.5,23,27.8,16.7,22,95,90.4
311,N/A,26163526300,Wayne County,Michigan,2024,30,40,21,24,25,22,25,-0.5,-9.8,N/A,48.8,N/A,31,4.1,2.2,23,72.2,64.1,9,91.7,77.3,25,56.7,46.2,34,52,15,51,-5.8,0,50,N/A,N/A,55,-8.5,9.5,N/A,N/A,N/A,6,60,7,24,1.3,0.7,34,44,25,61,16.7,36.5,28,N/A,N/A,4,88.8,56.7,50,41.5,41.5,23,27.8,16.7,22,95,90.4
312,N/A,26163546000,Wayne County,Michigan,2017,22,22,22,20,6,34,8,2.1,-25.8,4,-0.4,-57.4,34,4.1,2.4,21,71.2,63.1,3,82.9,47.5,79,57.6,69.7,29,48,10,39,5.9,7.1,41,N/A,N/A,63,5.7,50,N/A,N/A,N/A,4,59,4,15,20.1,12.4,17,12,22,12,3.3,-5.9,12,N/A,N/A,9,86.3,59.7,26,41.3,45.4,26,25.5,16.6,29,91.2,87.2
313,N/A,26163546000,Wayne County,Michigan,2018,20,19,21,18,6,30,8,2.1,-23.4,4,5.4,-80,34,4.1,2.4,15,72,61.8,3,82.9,47.5,70,57,65.1,24,38,9,39,5.9,7.1,69,N/A,N/A,7,1.6,-22.2,N/A,N/A,N/A,3,60,3,15,20.1,12.4,18,12,24,3,5.7,-14.1,20,N/A,N/A,7,86.6,58,22,41.5,46.6,37,25.5,20.5,28,92.3,88.3
314,N/A,26163546000,Wayne County,Michigan,2019,28,34,21,19,10,28,16,1.8,-5.8,4,16.5,-66.6,34,4.1,2.4,16,72.5,62.5,4,83.9,53.4,60,56.5,60.5,34,57,10,63,13.7,40,42,N/A,N/A,67,8.6,85.7,N/A,N/A,N/A,4,60,4,15,20.1,12.4,29,34,24,3,9.2,-11,64,N/A,N/A,7,87,57.8,19,41.6,47.5,42,25.3,22.3,28,93.3,89.8
315,N/A,26163546000,Wayne County,Michigan,2020,30,33,27,26,27,24,50,1.5,3.7,4,25.2,-70.5,34,4.1,2.4,13,72.8,61.5,5,84.9,58.1,44,55.8,53.7,38,41,35,61,7.4,28.6,61,N/A,N/A,2,8.1,-30.8,89,3.4,7.4,5,61,6,11,20.6,11.3,28,32,23,6,12.2,-2.6,59,N/A,N/A,6,87.5,57.7,19,41.6,47.6,40,25.4,21.8,26,94.2,90.5
316,N/A,26163546000,Wayne County,Michigan,2021,30,28,33,40,38,41,71,0,15.7,4,25.7,-53.4,34,4.1,2.4,65,73.3,77,26,89.1,82.4,40,55.6,51.7,32,31,32,8,5.3,-11.1,19,N/A,N/A,66,7.1,88.9,77,5,8.3,5,59,6,13,20.6,12.1,20,14,25,24,13.8,9.4,5,N/A,N/A,5,88.8,58.7,35,41.3,43.9,30,27.5,19.4,29,95,92
